rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
105,668227,Randy Arozarena,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,4,Nathan Eovaldi,543135,R,47.2,Longshot,Watch List,Premium Lineup Spot,38.4,41.7,41.1,94.9,50.0,12.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 8.2% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.7,44.37,91.02,100.971,0.4163,0.1641,0.3431,71.32,24.69,33.84,21.72,15.8,0.1684,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
106,543510,James McCann,AZ,WSH,2026-07-25T20:05:00Z,Warmup,8,Foster Griffin,656492,L,47.1,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",37.0,41.2,38.2,52.4,78.0,98.4,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.65,46.18,90.34,100.9392,0.3632,0.1557,0.2633,72.33,26.02,25.04,23.09,3.6,0.1647,9.5,37.2,87.5,0.403,0.16,24.4,In From RF,82,Nationals Park,
107,641933,Tyler O'Neill,BAL,ATL,2026-07-25T23:05:00Z,Pre-Game,7,Bryce Elder,693821,R,47.1,Longshot,Watch List,Strong Barrel,46.9,40.6,43.1,64.3,50.0,37.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 19.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.04,42.18,89.57,100.4587,0.4271,0.2072,0.3194,72.81,24.8,47.12,39.28,6.9,0.1664,6.54,41.07,90.0,0.4081,0.1561,26.36,In From RF,82,Oriole Park at Camden Yards,
108,656537,Derek Hill,PHI,NYY,2026-07-25T22:05:00Z,Pre-Game,9,Ryan Weathers,677960,L,46.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",39.1,52.1,48.8,44.8,78.0,18.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,1,"Last 7 games: 2/17, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.41,38.69,90.08,100.2644,0.3992,0.1689,0.302,71.87,18.93,37.31,22.57,6.5,0.1673,10.02,42.27,89.74,0.4383,0.1883,26.95,In From RF,81,Citizens Bank Park,
109,608070,José Ramírez,CLE,TB,2026-07-25T22:10:00Z,Pre-Game,2,Nick Martinez,607259,R,46.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",33.6,33.2,41.1,100.0,75.0,19.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.58,40.99,89.53,99.9628,0.4439,0.1606,0.3511,70.27,13.26,49.43,30.11,16.0,0.1878,7.07,33.24,87.46,0.4303,0.1572,28.33,None,72,Tropicana Field,
110,664040,Brandon Lowe,PIT,CHC,2026-07-25T22:40:00Z,Scheduled,7,Shota Imanaga,684007,L,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.1,52.4,24.3,59.8,50.0,6.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.51,45.97,91.03,101.5593,0.4591,0.2114,0.3357,73.76,40.19,46.44,33.13,24.0,0.2252,10.41,38.53,88.81,0.4235,0.1905,32.99,,,PNC Park,
111,630105,Jake Cronenworth,SD,MIA,2026-07-25T20:10:00Z,Pre-Game,2,Eury Pérez,691587,R,46.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",21.1,51.0,35.0,100.0,80.0,19.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","platoon edge; pitcher baseline 11.2% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.78,35.57,88.08,98.6996,0.3474,0.1168,0.3099,71.53,17.88,32.38,20.69,5.4,0.0974,11.17,41.6,88.89,0.387,0.1784,31.22,None,72,loanDepot park,
112,656775,Cedric Mullins,TB,CLE,2026-07-25T22:10:00Z,Pre-Game,4,Tanner Bibee,676440,R,46.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",20.3,45.8,41.1,94.9,80.0,37.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,32.4,88.24,97.8626,0.3204,0.1274,0.2686,70.82,8.83,45.67,31.59,13.5,0.1582,8.59,39.33,89.27,0.4186,0.1702,27.76,None,72,Tropicana Field,
113,621493,Taylor Ward,BAL,ATL,2026-07-25T23:05:00Z,Pre-Game,4,Bryce Elder,693821,R,46.1,Longshot,Watch List,Premium Lineup Spot,32.5,40.6,43.1,94.9,50.0,28.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 6.5% barrel, 19.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.96,39.9,89.61,99.5552,0.401,0.1546,0.3435,68.66,4.33,34.5,29.52,15.7,0.149,6.54,41.07,90.0,0.4081,0.1561,26.36,In From RF,82,Oriole Park at Camden Yards,
114,673962,Josh Jung,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,3,Bryan Woo,693433,R,46.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",35.4,41.2,41.1,92.1,50.0,19.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,47.82,90.21,100.4188,0.4266,0.1529,0.3341,70.44,7.86,37.69,22.87,10.5,0.1446,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
115,673548,Seiya Suzuki,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,2,Paul Skenes,694973,R,46.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.4,25.0,24.3,95.5,50.0,56.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.91,43.17,89.76,101.4024,0.4503,0.1984,0.3422,73.33,36.29,43.23,30.22,21.5,0.2134,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
116,682626,Francisco Alvarez,NYM,LAD,2026-07-25T23:15:00Z,Pre-Game,9,Yoshinobu Yamamoto,808967,R,46.0,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",56.4,27.6,38.8,44.8,50.0,82.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.11,47.09,91.07,102.6968,0.4566,0.2171,0.3337,74.14,43.32,40.34,25.17,11.7,0.191,6.4,36.41,87.95,0.3453,0.1277,23.99,In From RF,76,Citi Field,
117,643217,Andrew Benintendi,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,5,Hunter Brown,686613,R,45.9,Longshot,Watch List,Platoon Edge,38.8,20.0,53.1,86.4,80.0,21.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.7,43.41,88.7,98.8018,0.4272,0.1788,0.3228,69.54,4.29,51.57,30.87,13.0,0.1826,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
118,689414,Liam Hicks,MIA,SD,2026-07-25T20:10:00Z,Pre-Game,5,Randy Vásquez,681190,R,45.8,Longshot,Watch List,Platoon Edge,10.1,68.2,35.0,86.4,80.0,30.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 11.9% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.95,29.8,85.02,96.6296,0.3528,0.1046,0.3122,68.1,3.93,42.94,24.36,11.6,0.1445,11.88,44.76,91.06,0.5258,0.2322,29.37,None,72,loanDepot park,
119,699625,Jimmy Crooks,STL,CIN,2026-07-25T23:15:00Z,Scheduled,9,Hunter Greene,668881,R,45.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",48.3,50.1,22.1,40.2,80.0,33.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",EV profile; pitcher allows elevated contact,9.41,50.36,92.05,101.4341,0.4121,0.1914,0.3042,71.55,17.34,31.47,36.4,2.4,0.1439,8.72,43.74,91.03,0.4203,0.1864,32.25,,,Busch Stadium,
120,642715,Willy Adames,SF,LAA,2026-07-25T20:05:00Z,Warmup,7,Ryan Johnson,696270,R,45.7,Longshot,Watch List,Strong Barrel,40.4,39.4,42.8,64.3,50.0,60.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.36,40.84,88.34,99.1876,0.4056,0.1851,0.3018,72.31,24.0,47.84,34.9,21.6,0.2009,8.08,35.86,87.26,0.4248,0.1784,33.46,Varies,66,Oracle Park,
121,670623,Isaac Paredes,HOU,CWS,2026-07-25T23:10:00Z,Pre-Game,3,Sean Burke,680732,R,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",20.4,41.8,53.1,92.1,50.0,70.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.09,31.36,86.91,97.1283,0.373,0.1334,0.3186,68.02,7.61,52.91,31.64,15.8,0.1823,8.33,37.59,88.97,0.3926,0.1613,30.63,R To L,78,Rate Field,
122,694249,Cole Carrigg,COL,MIL,2026-07-25T23:10:00Z,Pre-Game,3,Robert Gasser,688107,L,45.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.1,36.6,41.1,96.6,75.0,30.0,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"switch hitter; pitcher baseline 8.4% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,34.0,86.4,98.5252,0.414,0.16,0.329,73.7,39.4,46.4,29.9,4.0,0.215,8.37,34.95,88.34,0.3911,0.1677,28.78,None,72,American Family Field,
123,693304,Nick Gonzales,PIT,CHC,2026-07-25T22:40:00Z,Scheduled,2,Shota Imanaga,684007,L,45.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",16.2,52.4,24.3,95.5,78.0,71.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.45,36.98,86.7,98.3868,0.3799,0.107,0.3134,70.64,12.66,40.37,20.7,5.7,0.1006,10.41,38.53,88.81,0.4235,0.1905,32.99,,,PNC Park,
124,694203,Denzer Guzman,LAA,SF,2026-07-25T20:05:00Z,Warmup,7,Robbie Ray,592662,L,45.5,Longshot,Watch List,Platoon Edge,27.8,50.7,42.8,64.3,78.0,34.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 9.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.56,39.54,87.2,98.6637,0.3342,0.1204,0.2574,73.43,33.51,44.66,26.08,3.4,0.1425,9.39,40.29,89.74,0.4116,0.1786,35.48,Varies,66,Oracle Park,
125,691720,Kyle Karros,COL,MIL,2026-07-25T23:10:00Z,Pre-Game,2,Robert Gasser,688107,L,45.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.7,37.5,41.1,100.0,78.0,14.6,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.18,40.35,89.16,99.7351,0.3628,0.1229,0.3147,70.01,5.79,39.08,23.71,6.6,0.1329,8.37,34.95,88.34,0.3911,0.1677,28.78,None,72,American Family Field,
126,657757,Gavin Sheets,SD,MIA,2026-07-25T20:10:00Z,Pre-Game,7,Eury Pérez,691587,R,45.3,Longshot,Watch List,Platoon Edge,34.4,51.0,35.0,64.3,80.0,5.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 11.2% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.78,41.74,88.36,99.6491,0.4061,0.1641,0.326,74.45,47.7,38.63,23.21,15.5,0.1847,11.17,41.6,88.89,0.387,0.1784,31.22,None,72,loanDepot park,
127,683734,Andrew Vaughn,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,6,Ryan Feltner,663372,R,45.3,Longshot,Watch List,Projected Lineup,32.9,49.0,41.1,71.7,50.0,39.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,42.73,90.41,99.7546,0.4195,0.1423,0.3434,70.42,10.52,34.77,24.27,6.3,0.1661,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
128,682818,Yohendrick Piñango,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,7,Sonny Gray,543243,R,45.2,Longshot,Watch List,Platoon Edge,39.2,37.0,43.7,64.3,80.0,13.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.5,46.2,90.8,102.0446,0.404,0.142,0.31,75.6,57.2,29.1,22.2,5.0,0.145,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
129,647304,Josh Naylor,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,5,Nathan Eovaldi,543135,R,45.2,Longshot,Watch List,Platoon Edge,24.4,41.7,41.1,86.4,80.0,33.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.44,37.84,87.94,99.114,0.4073,0.1352,0.3252,70.44,11.39,41.29,23.27,11.6,0.118,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
130,668709,JJ Bleday,CIN,STL,2026-07-25T23:15:00Z,Scheduled,3,Andre Pallante,669467,R,45.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.7,28.6,22.1,92.1,80.0,28.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.62,40.94,88.91,100.1078,0.4262,0.1851,0.3369,73.24,29.01,45.67,32.22,16.1,0.2256,6.25,36.12,88.08,0.3824,0.137,18.24,,,Busch Stadium,
