rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
206,671976,Tristan Peters,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,7,Rhett Lowder,695076,R,36.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.7,50.6,27.6,59.8,80.0,14.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.29,33.0,87.01,97.7179,0.3103,0.0938,0.2537,69.16,5.46,41.56,18.2,4.2,0.1036,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
207,806068,Colt Emerson,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,9,Will Warren,701542,R,36.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.3,47.2,38.2,40.2,80.0,20.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,31.2,86.7,97.1849,0.305,0.106,0.252,72.5,26.1,41.1,22.7,8.0,0.147,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
208,701785,Kaelen Culpepper,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,9,Shane Baz,669358,R,35.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",32.4,40.3,27.1,40.2,50.0,23.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,2,13,1,"Last 4 games: 2/13, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.5,37.5,88.6,97.0255,0.239,0.105,0.257,73.8,32.0,62.5,25.0,1.0,0.231,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
209,680700,Richie Palacios,TB,ATH,2026-08-12T19:05:00Z,Scheduled,8,Jack Perkins,678022,R,35.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.3,42.9,30.9,47.9,80.0,35.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.71,32.83,87.24,96.9286,0.3674,0.1018,0.3257,68.77,3.45,34.78,21.19,3.8,0.1155,9.67,37.56,88.01,0.3832,0.1566,34.52,,,Sutter Health Park,
210,680869,Zack Gelof,ATH,TB,2026-08-12T19:05:00Z,Scheduled,9,Drew Rasmussen,656876,R,35.5,Longshot,Watch List,Projected Lineup,36.1,29.4,30.9,40.2,50.0,34.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.07,43.28,88.66,99.5551,0.3655,0.1627,0.2729,73.29,27.5,40.58,26.61,9.0,0.1778,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
211,514888,Jose Altuve,HOU,SF,2026-08-12T19:45:00Z,Scheduled,6,,,,35.5,Longshot,Watch List,Projected Lineup,14.9,41.2,19.3,71.7,60.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,31.53,85.45,97.0814,0.3476,0.1211,0.2839,69.07,9.99,46.2,22.37,16.9,0.1588,,,,,,,,,Oracle Park,
212,677649,Ezequiel Duran,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,7,George Klassen,691946,R,35.5,Longshot,Watch List,Projected Lineup,19.9,45.7,28.2,59.8,50.0,18.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.19,34.61,87.61,98.737,0.3545,0.1153,0.2876,72.34,24.38,35.31,21.02,9.1,0.1425,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
213,663604,Brandon Lockridge,MIL,SD,2026-08-12T20:10:00Z,Scheduled,7,Robbie Ray,592662,L,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.1,47.4,22.6,59.8,78.0,32.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,9,0,Contact streak: 3/9 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.99,33.26,86.33,98.822,0.2895,0.0579,0.2691,72.36,31.06,25.81,13.38,0.0,0.0512,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
214,805367,Chase Meidroth,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,8,Rhett Lowder,695076,R,35.1,Longshot,Watch List,Projected Lineup,13.4,50.6,27.6,47.9,50.0,64.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.84,35.26,87.92,97.4614,0.3365,0.0954,0.2979,67.19,1.25,37.98,19.7,9.2,0.1111,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
215,686475,Tyler Tolbert,KC,LAD,2026-08-13T02:10:00Z,Scheduled,8,Eric Lauer,641778,L,35.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.0,56.3,27.6,47.9,78.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.45,31.45,86.13,97.085,0.3472,0.0823,0.313,69.39,3.65,35.69,22.42,2.4,0.1413,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
216,553869,Elias Diaz,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,8,George Klassen,691946,R,35.0,Longshot,Watch List,Projected Lineup,24.3,45.7,28.2,47.9,50.0,12.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.13,37.09,87.0,99.4614,0.3417,0.1243,0.2596,74.34,44.21,38.98,27.66,6.2,0.1585,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
217,702176,Alan Roden,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,7,Shane Baz,669358,R,34.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.2,40.3,27.1,59.8,80.0,12.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.68,38.66,87.24,98.3377,0.3155,0.0884,0.2872,70.31,12.79,36.68,23.97,0.6,0.0449,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
218,701675,Nathan Church,STL,PHI,2026-08-12T18:15:00Z,Scheduled,5,Zack Wheeler,554430,R,34.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.3,23.9,22.1,81.9,80.0,27.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.55,34.64,86.97,98.0137,0.342,0.1123,0.2778,69.67,8.27,35.2,20.06,6.6,0.1081,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
219,687401,Joey Ortiz,MIL,SD,2026-08-12T20:10:00Z,Scheduled,8,Robbie Ray,592662,L,34.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.6,47.4,22.6,47.9,78.0,28.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.63,33.99,87.0,98.5796,0.3368,0.0939,0.2904,72.72,28.61,31.98,20.87,5.6,0.1073,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
220,686765,Nick Sogard,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,1,José Soriano,667755,R,34.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",4.4,35.1,30.4,88.7,75.0,20.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.73,26.3,84.67,95.5217,0.3344,0.0785,0.3167,69.06,4.1,46.22,21.5,0.0,0.0861,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
221,673237,Yainer Diaz,HOU,SF,2026-08-12T19:45:00Z,Scheduled,8,,,,34.6,Longshot,Watch List,Projected Lineup,28.5,41.2,19.3,47.9,60.0,5.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.52,37.23,88.36,99.4676,0.4209,0.1543,0.3113,72.41,21.25,36.63,19.45,11.6,0.1505,,,,,,,,,Oracle Park,
222,693304,Nick Gonzales,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,6,Janson Junk,676083,R,34.6,Longshot,Watch List,Projected Lineup,16.0,44.5,21.5,71.7,50.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.31,36.0,86.98,98.2305,0.3792,0.1063,0.3106,70.71,12.59,37.99,20.98,5.7,0.095,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
223,701162,Ben Malgeri,DET,CLE,2026-08-12T22:40:00Z,Scheduled,9,Foster Griffin,656492,L,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.8,42.9,27.6,40.2,78.0,50.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,12,1,Contact streak: 4/12 over last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.9,38.2,88.8,99.2058,0.3,0.078,0.304,69.2,4.5,38.2,26.5,1.0,0.111,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
224,593871,Jorge Polanco,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,8,Tyler Mahle,641816,R,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.8,35.7,30.9,47.9,75.0,19.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","switch hitter; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,35.02,87.23,98.2293,0.3352,0.1287,0.2646,69.94,6.7,45.74,25.34,9.2,0.1313,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
225,593428,Xander Bogaerts,SD,MIL,2026-08-12T20:10:00Z,Scheduled,8,Dustin May,669160,R,34.2,Longshot,Watch List,Projected Lineup,26.5,42.2,22.6,47.9,50.0,14.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.85,39.76,88.65,99.8678,0.3822,0.1292,0.3207,72.31,27.66,43.8,22.99,9.6,0.1056,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
226,655316,Andruw Monasterio,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,9,José Soriano,667755,R,34.0,Longshot,Watch List,Projected Lineup,27.8,36.4,30.4,40.2,50.0,27.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.47,35.73,88.12,97.9427,0.3882,0.1446,0.3059,69.17,3.15,42.65,31.62,5.4,0.1754,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
227,702222,Justin Crawford,PHI,STL,2026-08-12T18:15:00Z,Scheduled,9,Kyle Leahy,681517,R,33.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.8,54.3,22.1,40.2,80.0,21.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.5,35.1,87.3,98.264,0.322,0.063,0.284,69.0,5.4,27.2,17.0,2.0,0.089,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
228,595879,Javier Baez,DET,CLE,2026-08-12T22:40:00Z,Scheduled,8,Foster Griffin,656492,L,33.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.9,42.9,27.6,47.9,78.0,23.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.12,33.11,86.17,97.2376,0.3401,0.0912,0.2752,73.01,28.77,41.34,22.75,5.0,0.1154,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
229,683953,Travis Bazzana,CLE,DET,2026-08-12T22:40:00Z,Scheduled,7,Framber Valdez,664285,L,33.4,Longshot,Watch List,Projected Lineup,21.6,35.3,27.6,59.8,50.0,14.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.5,37.3,88.4,98.6107,0.351,0.125,0.304,69.7,12.0,39.9,28.8,9.0,0.143,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
230,650859,Luis Rengifo,SD,MIL,2026-08-12T20:10:00Z,Scheduled,9,Dustin May,669160,R,33.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.8,40.9,22.6,40.2,75.0,42.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","switch hitter; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.51,34.45,87.73,97.9704,0.3596,0.0996,0.309,70.83,15.07,37.18,17.87,4.8,0.0816,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
231,680757,Steven Kwan,CLE,DET,2026-08-12T22:40:00Z,Scheduled,1,Framber Valdez,664285,L,33.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.5,35.3,27.6,88.7,50.0,55.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,1,Contact streak: 11/30 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.78,11.95,84.38,92.4678,0.3471,0.0713,0.3205,62.8,0.38,27.39,23.44,4.7,0.0747,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
232,664728,Kyle Isbel,KC,LAD,2026-08-13T02:10:00Z,Scheduled,9,Eric Lauer,641778,L,33.1,Longshot,Watch List,Projected Lineup,13.2,56.3,27.6,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,20,1,"Last 7 games: 1/20, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.37,35.26,88.5,99.0987,0.3047,0.0777,0.2608,71.31,14.95,32.88,17.89,4.0,0.1071,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
233,669221,Sean Murphy,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,9,Zac Thornton,804267,L,32.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.9,42.0,30.9,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.02,39.88,86.51,99.9325,0.2484,0.0831,0.195,70.57,16.15,57.66,25.23,4.8,0.091,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
234,808982,Jung Hoo Lee,SF,HOU,2026-08-12T19:45:00Z,Scheduled,2,Bryan King,687911,L,31.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",11.4,24.9,19.3,95.5,50.0,26.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.0,30.11,87.03,96.6875,0.3836,0.0975,0.3154,68.23,3.19,38.25,22.17,8.7,0.1445,5.87,36.73,87.56,0.372,0.1294,20.12,,,Oracle Park,
235,670764,Taylor Walls,TB,ATH,2026-08-12T19:05:00Z,Scheduled,9,Jack Perkins,678022,R,31.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.5,41.7,30.9,40.2,75.0,52.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.64,23.11,85.81,95.4046,0.2684,0.0759,0.2505,68.35,2.27,37.0,29.61,2.6,0.0885,9.67,37.56,88.01,0.3832,0.1566,34.52,,,Sutter Health Park,
236,807727,Charles McAdoo,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,9,Ranger Suarez,624133,L,31.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.2,18.0,30.4,40.2,78.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.7,26.1,88.2,95.5111,0.362,0.145,0.27,73.8,41.2,8.7,30.4,2.0,0.207,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
237,691011,Drew Romo,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,9,Rhett Lowder,695076,R,31.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.3,49.4,27.6,40.2,75.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.8,24.3,83.5,94.7919,0.1834,0.0679,0.1617,68.49,3.29,36.9,34.0,3.5,0.098,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
238,622268,Donovan Walton,ATH,TB,2026-08-12T19:05:00Z,Scheduled,8,Drew Rasmussen,656876,R,31.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.4,29.4,30.9,47.9,80.0,12.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,10,0,"Last 7 games: 2/10, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.66,35.26,88.82,97.7583,0.3597,0.097,0.3034,67.71,0.28,36.44,20.41,2.1,0.1148,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
239,595978,Austin Hedges,CLE,DET,2026-08-12T22:40:00Z,Scheduled,8,Framber Valdez,664285,L,30.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.3,35.3,27.6,47.9,78.0,4.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.17,31.92,87.08,97.8539,0.3155,0.0965,0.2735,70.03,10.09,50.54,23.8,4.3,0.1202,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
240,805779,Jacob Wilson,ATH,TB,2026-08-12T19:05:00Z,Scheduled,3,Drew Rasmussen,656876,R,30.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",3.0,29.4,30.9,92.1,50.0,14.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.41,26.94,84.25,95.5002,0.3528,0.0849,0.2893,64.43,0.51,34.98,19.9,8.8,0.126,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
