rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
242,679845,Nick Loftin,KC,MIN,2026-08-05T23:40:00Z,Scheduled,8,Dean Kremer,665152,R,32.6,Longshot,Watch List,Projected Lineup,17.3,46.8,23.2,47.9,50.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.04,30.57,87.29,96.8682,0.3583,0.1186,0.3038,69.05,4.96,45.2,27.73,4.7,0.1518,8.7,34.96,87.26,0.462,0.2114,35.47,,,Kauffman Stadium,
243,678760,Eddys Leonard,SF,TEX,2026-08-05T18:35:00Z,Pre-Game,8,Cody Bradford,674003,L,32.3,Longshot,Watch List,Platoon Edge,5.2,41.2,42.1,52.4,78.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,0,2,0,"Last 1 games: 0/2, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,0.0,71.5,71.5389,0.322,0.022,0.276,74.0,50.0,0.0,0.0,0.0,0.0,,,,,,,None,74,Globe Life Field,
244,682657,Angel Martinez,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,8,Christian Scott,681035,R,31.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.8,24.9,27.6,47.9,75.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.37,34.34,87.59,98.8502,0.3739,0.1361,0.2851,70.8,14.69,46.56,26.94,11.0,0.1742,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
245,656716,Zach McKinstry,DET,SEA,2026-08-06T01:40:00Z,Scheduled,9,Bryan Woo,693433,R,31.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.2,40.5,25.4,40.2,80.0,44.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,0,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.72,25.95,85.63,96.0264,0.3356,0.0942,0.2917,68.2,4.49,40.05,26.95,6.4,0.1321,7.42,42.29,89.38,0.3807,0.1478,28.06,,,T-Mobile Park,
246,663968,Jake Mangum,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,7,Kyle Harrison,690986,L,31.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.4,32.5,27.6,59.8,75.0,46.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","switch hitter; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.72,28.22,85.9,96.4334,0.3283,0.0752,0.2823,67.44,3.73,27.3,15.0,3.0,0.0734,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
247,669707,Jared Triolo,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,9,Kyle Harrison,690986,L,31.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.2,33.4,27.6,40.2,78.0,27.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,10,0,"Last 7 games: 3/10, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.47,36.17,87.74,98.2959,0.3326,0.0929,0.2932,70.9,7.79,37.57,21.59,2.8,0.0849,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
248,702176,Alan Roden,MIN,KC,2026-08-05T23:40:00Z,Scheduled,9,Noah Cameron,702070,L,30.8,Longshot,Watch List,Projected Lineup,19.6,42.9,23.2,40.2,50.0,9.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.38,39.36,88.15,98.339,0.3351,0.0982,0.2998,70.59,13.98,34.44,26.07,0.6,0.0309,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
249,805367,Chase Meidroth,CWS,BOS,2026-08-05T23:10:00Z,Scheduled,8,Sonny Gray,543243,R,30.6,Longshot,Watch List,Projected Lineup,13.0,37.6,28.7,47.9,50.0,34.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 7.7% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,35.12,88.06,97.4521,0.3323,0.0933,0.2951,67.19,1.32,37.42,19.56,7.8,0.1027,7.7,39.16,89.25,0.3936,0.1404,22.22,,,Fenway Park,
250,657136,Connor Wong,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,9,Sean Burke,680732,R,30.6,Longshot,Watch List,Projected Lineup,15.0,42.7,28.7,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,1,"Last 7 games: 2/17, 1 HR","same-side matchup; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.08,35.13,86.2,99.0957,0.3223,0.0992,0.2877,72.51,26.21,39.12,22.65,1.4,0.0872,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
251,685133,Wade Meckler,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,9,Trevor Rogers,669432,L,30.4,Longshot,Watch List,Projected Lineup,13.3,35.8,32.1,40.2,50.0,50.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,15,1,Contact streak: 5/15 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 8.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.4,30.7,86.0,96.3002,0.375,0.116,0.317,68.6,1.7,34.2,20.2,3.0,0.118,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
252,595879,Javier Baez,DET,SEA,2026-08-06T01:40:00Z,Scheduled,8,Bryan Woo,693433,R,30.3,Longshot,Watch List,Projected Lineup,12.4,40.5,25.4,47.9,50.0,30.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.4,31.85,85.75,96.9855,0.3478,0.0933,0.2801,72.87,27.86,39.8,22.05,5.0,0.1266,7.42,42.29,89.38,0.3807,0.1478,28.06,,,T-Mobile Park,
253,691594,Javier Sanoja,MIA,ATL,2026-08-05T23:15:00Z,Scheduled,9,Bryce Elder,693821,R,30.1,Longshot,Watch List,Projected Lineup,9.7,42.3,30.9,40.2,50.0,39.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","same-side matchup; pitcher baseline 6.8% barrel, 20.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.87,32.2,87.24,97.3273,0.3301,0.0767,0.2764,69.07,6.25,37.87,19.32,4.6,0.1397,6.82,41.91,90.14,0.4116,0.1582,26.01,,,Truist Park,
254,701852,Drew Cavanaugh,SF,TEX,2026-08-05T18:35:00Z,Pre-Game,9,Cody Bradford,674003,L,29.9,Longshot,Watch List,No major boost,6.6,41.2,42.1,44.8,50.0,14.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.3,20.0,84.0,96.8228,0.311,0.093,0.308,69.4,5.3,20.0,20.0,0.0,0.0,,,,,,,None,74,Globe Life Field,
255,665926,Andrés Giménez,TOR,HOU,2026-08-05T18:10:00Z,Warmup,8,Hunter Brown,686613,R,29.5,Longshot,Watch List,Platoon Edge,7.2,24.1,41.6,52.4,80.0,10.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.49,24.34,85.95,95.7188,0.3302,0.095,0.2779,68.46,5.07,37.89,23.16,7.0,0.1128,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
256,806068,Colt Emerson,SEA,DET,2026-08-06T01:40:00Z,Scheduled,9,Drew Anderson,623454,R,29.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.0,34.9,25.4,40.2,80.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.7,28.7,86.0,96.4597,0.289,0.098,0.246,72.5,25.0,38.8,21.7,7.0,0.146,7.7,39.4,90.4,0.342,0.132,23.5,,,T-Mobile Park,
257,806198,Cooper Pratt,MIL,PIT,2026-08-05T23:40:00Z,Scheduled,8,Paul Skenes,694973,R,29.0,Longshot,Watch List,Projected Lineup,15.9,28.1,27.6,47.9,50.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.2,31.6,88.0,97.2748,0.372,0.101,0.334,70.3,8.6,33.7,21.4,2.0,0.097,6.64,39.12,88.09,0.3273,0.1204,23.92,,,American Family Field,
258,666152,David Hamilton,MIL,PIT,2026-08-05T23:40:00Z,Scheduled,9,Paul Skenes,694973,R,28.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.0,28.1,27.6,40.2,80.0,19.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.53,27.52,86.88,96.9237,0.3071,0.0981,0.267,69.94,7.5,34.9,26.58,3.9,0.1021,6.64,39.12,88.09,0.3273,0.1204,23.92,,,American Family Field,
259,664702,Myles Straw,TOR,HOU,2026-08-05T18:10:00Z,Warmup,9,Hunter Brown,686613,R,28.5,Longshot,Watch List,No major boost,11.8,24.1,41.6,44.8,50.0,35.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.76,26.26,86.64,96.0611,0.3706,0.1074,0.3027,68.26,5.1,36.5,27.74,3.3,0.112,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
260,,Angel Genao,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,7,Christian Scott,681035,R,28.5,Longshot,Watch List,Projected Lineup,6.4,24.9,27.6,59.8,60.0,50.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H: P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,,,,,Recent form unavailable,"handedness incomplete; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,,,,,,,,,,,,,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
261,676391,Ernie Clement,TOR,HOU,2026-08-05T18:10:00Z,Warmup,7,Hunter Brown,686613,R,27.5,Longshot,Watch List,No major boost,6.1,24.1,41.6,64.3,50.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.33,22.71,85.41,94.8389,0.3415,0.0881,0.275,67.46,2.75,42.62,28.39,8.3,0.1231,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
