rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
174,682997,Tyler Callihan,PIT,WSH,2026-07-05T17:00:00Z,Pre-Game,8,Cade Cavalli,676917,R,42.0,Longshot,Watch List,Platoon Edge,25.8,30.1,68.7,52.4,80.0,28.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.21,41.31,86.3,98.3539,0.3238,0.1232,0.2687,70.4,9.84,53.91,36.52,2.1,0.1694,6.32,40.12,88.68,0.3832,0.1326,20.7,Out To CF,93,Nationals Park,
175,657041,Lane Thomas,KC,PHI,2026-07-05T19:00:00Z,Pre-Game,4,Aaron Nola,605400,R,42.0,Longshot,Watch List,Premium Lineup Spot,18.5,49.7,38.2,94.9,50.0,8.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 18.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.24,35.5,87.73,98.5706,0.3245,0.1061,0.2913,72.28,21.54,41.63,26.7,4.7,0.1204,9.73,40.99,88.77,0.4324,0.1808,27.25,In From LF,84,Kauffman Stadium,
176,687859,Troy Johnston,COL,SF,2026-07-05T20:00:00Z,Scheduled,6,Tyler Mahle,641816,R,42.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.6,39.9,38.7,71.7,80.0,23.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.43,38.6,89.53,99.1274,0.4083,0.1289,0.3338,70.25,5.58,39.65,23.3,3.3,0.1276,8.21,36.4,89.2,0.4109,0.1614,28.24,,,Coors Field,
177,807799,Masataka Yoshida,BOS,LAA,2026-07-06T01:30:00Z,Scheduled,1,Ryan Johnson,696270,R,41.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",20.4,37.9,28.2,88.7,80.0,39.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.45,40.22,89.08,99.4741,0.3595,0.1031,0.3098,71.34,16.15,43.57,22.02,2.6,0.1066,7.38,38.45,88.45,0.4094,0.1595,33.25,,,Angel Stadium,
178,642350,Jose Siri,LAA,BOS,2026-07-06T01:30:00Z,Scheduled,7,Ranger Suarez,624133,L,41.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.3,17.4,28.2,59.8,78.0,33.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,9,1,"Last 7 games: 2/9, 1 HR","platoon edge; pitcher baseline 5.4% barrel, 7.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,16.01,36.24,86.51,99.4645,0.4152,0.2197,0.2967,72.8,30.6,27.77,43.32,3.5,0.1845,5.43,31.38,86.43,0.3419,0.1096,23.4,,,Angel Stadium,
179,672386,Alejandro Kirk,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,5,Emerson Hancock,676106,R,41.5,Longshot,Watch List,Projected Lineup,22.9,52.3,25.4,81.9,50.0,32.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.34,40.93,87.32,99.4385,0.3631,0.126,0.2925,71.1,14.32,31.74,21.62,5.9,0.1215,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
180,800050,Chase DeLauter,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,3,Chris Murphy,669684,L,41.4,Longshot,Watch List,Premium Lineup Spot,27.8,26.8,41.6,96.6,50.0,30.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,0,Contact streak: 10/31 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,42.2,90.4,100.9579,0.399,0.124,0.331,71.4,17.4,38.5,19.0,7.0,0.141,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
181,670623,Isaac Paredes,HOU,TB,2026-07-05T19:30:00Z,Scheduled,3,,,,41.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",20.3,41.2,27.6,92.1,60.0,44.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.09,31.29,87.05,97.086,0.3702,0.1313,0.3186,68.02,7.26,52.77,31.43,13.7,0.1746,,,,,,,,,Daikin Park,
182,693304,Nick Gonzales,PIT,WSH,2026-07-05T17:00:00Z,Pre-Game,6,Cade Cavalli,676917,R,41.2,Longshot,Watch List,No major boost,16.2,30.1,68.7,76.2,50.0,63.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,1,Contact streak: 11/25 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.31,37.47,86.77,98.4962,0.3834,0.1063,0.3155,70.5,12.38,41.0,20.42,4.3,0.0887,6.32,40.12,88.68,0.3832,0.1326,20.7,Out To CF,93,Nationals Park,
183,807712,Luke Keaschall,MIN,NYY,2026-07-05T17:35:00Z,Pre-Game,9,Ryan Weathers,677960,L,41.2,Longshot,Watch List,Platoon Edge,10.3,55.1,53.7,44.8,78.0,66.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.59,29.17,85.01,96.5413,0.3493,0.109,0.3044,68.65,8.22,37.07,26.34,4.0,0.1087,10.72,42.62,89.74,0.446,0.196,28.21,In From RF,85,Yankee Stadium,
184,656775,Cedric Mullins,TB,HOU,2026-07-05T19:30:00Z,Scheduled,6,Peter Lambert,663567,R,41.2,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",20.9,36.4,27.6,71.7,80.0,83.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.66,32.61,88.52,97.9371,0.3274,0.1302,0.2735,70.68,8.34,45.81,31.87,12.1,0.1505,6.8,39.3,89.0,0.363,0.153,34.5,,,Daikin Park,
185,687093,Vaughn Grissom,LAA,BOS,2026-07-06T01:30:00Z,Scheduled,2,Ranger Suarez,624133,L,41.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.2,17.4,28.2,95.5,78.0,26.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,0,"Last 7 games: 5/17, 0 HR","platoon edge; pitcher baseline 5.4% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,41.5,89.6,99.909,0.416,0.159,0.335,71.6,18.6,40.1,29.6,4.0,0.134,5.43,31.38,86.43,0.3419,0.1096,23.4,,,Angel Stadium,
186,694378,Jacob Gonzalez,CWS,CLE,2026-07-05T18:00:00Z,Pre-Game,9,Tanner Bibee,676440,R,40.9,Longshot,Watch List,Platoon Edge,24.5,47.9,41.6,44.8,80.0,32.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 8.9% barrel, 20.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.6,44.3,88.8,99.8111,0.376,0.125,0.318,71.7,14.7,41.9,27.4,2.0,0.124,8.87,40.94,89.41,0.4228,0.1737,27.27,In From RF,82,Progressive Field,
187,664770,Nathan Lukes,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,1,Emerson Hancock,676106,R,40.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.8,52.3,25.4,88.7,80.0,33.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.35,30.35,86.92,97.053,0.364,0.0959,0.3038,67.44,4.56,32.05,18.29,6.4,0.1254,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
188,682634,Kevin Alcántara,CHC,STL,2026-07-05T18:30:00Z,Pre-Game,9,Matthew Liberatore,669461,L,40.6,Longshot,Watch List,Platoon Edge,15.4,59.3,42.8,44.8,78.0,32.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,6,0,Contact streak: 2/6 over last 7 games,"platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,21.62,90.56,96.0895,0.3622,0.0552,0.3219,75.51,51.22,47.87,17.5,0.0,0.0,10.6,42.36,90.95,0.4769,0.1976,28.59,In From LF,70,Wrigley Field,
189,686555,Isaac Collins,KC,PHI,2026-07-05T19:00:00Z,Pre-Game,9,Aaron Nola,605400,R,40.3,Longshot,Watch List,Platoon Edge,24.8,47.7,38.2,44.8,75.0,37.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","switch hitter; pitcher baseline 9.7% barrel, 18.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.74,40.3,88.8,100.2147,0.3387,0.1011,0.3129,73.4,31.67,42.5,26.79,5.5,0.1186,9.73,40.99,88.77,0.4324,0.1808,27.25,In From LF,84,Kauffman Stadium,
190,607208,Trea Turner,PHI,KC,2026-07-05T19:00:00Z,Pre-Game,1,Luinder Avila,679883,R,40.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",27.1,19.3,38.2,88.7,50.0,79.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.87,40.56,89.02,99.3318,0.3736,0.1253,0.2958,71.48,18.78,33.35,26.95,11.5,0.1334,5.7,32.13,87.32,0.3326,0.1193,24.57,In From LF,84,Kauffman Stadium,
191,666211,Taylor Trammell,HOU,TB,2026-07-05T19:30:00Z,Scheduled,8,,,,40.2,Longshot,Watch List,Projected Lineup,38.1,41.2,27.6,47.9,60.0,28.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.55,37.85,90.02,100.6513,0.37,0.1613,0.2913,74.81,47.79,44.79,32.12,3.0,0.1479,,,,,,,,,Daikin Park,
192,643289,Mauricio Dubón,ATL,NYM,2026-07-05T16:30:00Z,Pre-Game,5,Nolan McLean,690997,R,39.9,Longshot,Watch List,Good Environment,12.7,26.2,71.9,86.4,50.0,41.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.86,29.1,85.83,96.3746,0.3793,0.1141,0.3095,68.76,2.77,31.54,25.23,8.4,0.1434,6.88,37.52,87.82,0.3395,0.1222,20.37,Out To LF,84,Truist Park,
193,669701,Josh Smith,TEX,DET,2026-07-05T19:30:00Z,Pre-Game,7,Casey Mize,663554,R,39.8,Longshot,Watch List,Platoon Edge,20.1,34.1,41.1,64.3,80.0,52.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,1,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.33,31.87,87.06,97.8024,0.345,0.1211,0.296,69.24,3.56,33.43,31.38,3.7,0.073,7.73,37.04,88.46,0.3581,0.1378,30.18,None,72,Globe Life Field,
194,677649,Ezequiel Duran,TEX,DET,2026-07-05T19:30:00Z,Pre-Game,4,Casey Mize,663554,R,39.7,Longshot,Watch List,Premium Lineup Spot,17.8,34.1,41.1,94.9,50.0,33.9,Yes,Yes,5,Yes,Yes,MLB Stats API; RotoWire,order MLB 4 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.49,35.52,87.75,98.9609,0.3447,0.0999,0.2862,72.34,24.62,34.4,19.83,4.2,0.1166,7.73,37.04,88.46,0.3581,0.1378,30.18,None,72,Globe Life Field,
195,678882,Ceddanne Rafaela,BOS,LAA,2026-07-06T01:30:00Z,Scheduled,2,Ryan Johnson,696270,R,39.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",21.3,37.9,28.2,95.5,50.0,28.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","same-side matchup; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.26,34.78,86.76,97.7933,0.3705,0.1271,0.2931,70.3,9.32,36.41,24.67,9.7,0.1552,7.38,38.45,88.45,0.4094,0.1595,33.25,,,Angel Stadium,
196,670770,TJ Friedl,CIN,BAL,2026-07-05T17:05:00Z,Pre-Game,8,Kyle Bradish,680694,R,39.5,Longshot,Watch List,"Good Environment, Platoon Edge",10.0,36.3,76.8,52.4,80.0,28.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.05,29.93,87.8,97.5228,0.2827,0.0795,0.265,70.53,9.82,39.74,22.51,6.3,0.1051,9.01,37.71,88.82,0.3648,0.1422,22.1,Out To LF,83,Great American Ball Park,
197,660688,Keibert Ruiz,WSH,PIT,2026-07-05T17:00:00Z,Pre-Game,9,Bubba Chandler,696149,R,39.4,Longshot,Watch List,Platoon Edge,19.6,36.8,68.7,44.8,75.0,14.6,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 9 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 6.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.58,36.85,88.44,97.9578,0.3608,0.1171,0.2793,67.22,0.58,56.92,27.54,4.8,0.1508,7.65,38.11,89.64,0.3863,0.1581,27.14,Out To CF,93,Nationals Park,
198,681546,James Outman,DET,TEX,2026-07-05T19:30:00Z,Pre-Game,9,Kumar Rocker,677958,R,39.4,Longshot,Watch List,Platoon Edge,23.2,46.3,41.1,44.8,80.0,19.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.71,31.14,86.46,97.5911,0.2817,0.1307,0.2307,72.11,18.99,54.97,29.46,3.9,0.1527,8.79,44.14,89.94,0.4388,0.1717,21.39,None,72,Globe Life Field,
199,647304,Josh Naylor,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,5,Trey Yesavage,702056,R,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.9,32.1,25.4,81.9,80.0,14.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.51,38.89,88.15,99.2536,0.4122,0.1408,0.3259,70.44,10.9,42.2,23.9,11.6,0.125,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
200,641487,J.P. Crawford,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,1,Trey Yesavage,702056,R,39.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.4,32.1,25.4,88.7,80.0,2.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,30,0,"Last 7 games: 4/30, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.44,36.38,87.9,98.3598,0.3804,0.1326,0.329,71.38,19.37,34.23,21.84,10.6,0.1323,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
201,702284,Cole Young,SEA,TOR,2026-07-05T21:00:00Z,Scheduled,7,Trey Yesavage,702056,R,39.2,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",25.4,32.1,25.4,59.8,80.0,74.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,36.07,88.09,98.8576,0.404,0.1408,0.3236,71.68,22.65,43.52,26.59,7.5,0.1192,6.16,44.35,90.36,0.3382,0.1247,25.11,,,T-Mobile Park,
202,691026,Masyn Winn,STL,CHC,2026-07-05T18:30:00Z,Pre-Game,6,Javier Assad,665871,R,38.9,Longshot,Watch List,No major boost,13.8,43.2,42.8,76.2,50.0,48.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 6.7% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.89,33.41,87.67,98.3803,0.3379,0.086,0.2979,70.89,13.94,32.6,19.71,5.5,0.0988,6.65,47.12,89.9,0.4417,0.1663,25.94,In From LF,70,Wrigley Field,
203,593428,Xander Bogaerts,SD,LAD,2026-07-05T23:20:00Z,Scheduled,7,Emmet Sheehan,686218,R,38.8,Longshot,Watch List,Projected Lineup,26.7,47.1,27.6,59.8,50.0,34.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.27,39.13,88.37,99.822,0.385,0.1327,0.32,72.13,26.7,45.76,22.57,8.9,0.1133,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
204,664761,Alec Bohm,PHI,KC,2026-07-05T19:00:00Z,Pre-Game,5,Luinder Avila,679883,R,38.5,Longshot,Watch List,Projected Lineup,28.3,19.3,38.2,81.9,50.0,57.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.29,42.83,90.31,100.1536,0.385,0.1299,0.3079,71.0,13.02,27.3,21.88,11.0,0.1402,5.7,32.13,87.32,0.3326,0.1193,24.57,In From LF,84,Kauffman Stadium,
205,669134,Luis Campusano,SD,LAD,2026-07-05T23:20:00Z,Scheduled,8,Emmet Sheehan,686218,R,38.5,Longshot,Watch List,Projected Lineup,27.0,47.1,27.6,47.9,50.0,59.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.56,43.02,86.89,99.7893,0.3291,0.1379,0.292,72.68,26.56,48.24,20.01,2.1,0.2072,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
206,682177,Daniel Schneemann,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,7,Chris Murphy,669684,L,38.3,Longshot,Watch List,No major boost,32.9,26.8,41.6,64.3,50.0,24.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.12,39.74,88.27,99.1985,0.3751,0.1541,0.2949,71.11,11.93,46.93,28.46,7.8,0.1326,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
207,643446,Jeff McNeil,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,7,Eury Pérez,691587,R,38.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.2,59.6,30.9,59.8,80.0,0.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 13.1% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.16,31.64,86.57,96.5499,0.3579,0.0943,0.3076,68.88,5.3,41.67,23.75,5.7,0.105,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
208,683953,Travis Bazzana,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,1,Chris Murphy,669684,L,38.0,Longshot,Watch List,Premium Lineup Spot,21.5,26.8,41.6,93.2,50.0,14.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,36.6,88.6,98.6759,0.352,0.124,0.303,69.6,13.9,41.0,30.1,7.0,0.162,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
