rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
137,666182,Bo Bichette,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,3,Tyler Mahle,641816,R,42.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.1,37.0,30.9,92.1,50.0,35.6,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.57,42.71,89.81,101.0083,0.4254,0.144,0.3292,69.73,13.23,27.19,22.6,13.1,0.1314,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
138,624424,Michael Conforto,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,7,Jackson Kent,800600,L,42.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.1,41.2,28.2,59.8,50.0,5.7,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.1,43.51,90.95,100.78,0.4212,0.1889,0.3258,72.92,33.86,44.09,35.25,9.9,0.1949,,,,,,,,,Nationals Park,
139,669224,Austin Wells,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,9,Bryce Miller,682243,R,42.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.4,37.3,38.2,40.2,80.0,52.8,No,Yes,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,1,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.17,44.08,89.76,100.659,0.3822,0.1661,0.2996,72.98,27.67,45.68,33.42,11.9,0.1519,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
140,687093,Vaughn Grissom,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,4,Cal Quantrill,615698,R,42.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.1,48.5,28.2,90.4,50.0,9.8,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,39.4,88.4,99.383,0.396,0.139,0.32,71.5,19.5,39.9,26.1,7.0,0.136,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
141,666126,Carlos Cortes,ATH,TB,2026-08-12T19:05:00Z,Scheduled,4,Drew Rasmussen,656876,R,42.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.3,29.4,30.9,90.4,80.0,3.4,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.73,40.15,89.66,99.8869,0.4108,0.1511,0.321,70.76,14.97,30.83,23.29,6.1,0.1745,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
142,680574,Matt McLain,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,8,Luis Castillo,622491,R,42.4,Longshot,Watch List,Projected Lineup,33.5,53.9,27.6,47.9,50.0,61.5,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.2,37.55,88.24,98.9234,0.3827,0.1581,0.3103,71.0,9.96,33.26,33.36,11.5,0.1426,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
143,695731,Braden Montgomery,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,5,Rhett Lowder,695076,R,42.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.0,49.4,27.6,81.9,75.0,25.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,40.7,89.2,100.0251,0.361,0.121,0.311,69.5,8.9,34.1,20.0,4.0,0.145,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
144,687462,Spencer Horwitz,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,4,Janson Junk,676083,R,42.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.6,44.5,21.5,90.4,80.0,2.5,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.02,33.62,86.98,97.6252,0.3867,0.15,0.3302,68.75,5.32,40.43,28.05,10.3,0.1634,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
145,678662,Ezequiel Tovar,COL,AZ,2026-08-12T19:40:00Z,Scheduled,9,Merrill Kelly,518876,R,42.2,Longshot,Watch List,Projected Lineup,28.3,65.4,28.2,40.2,50.0,56.6,No,Yes,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.13,35.19,88.0,98.9141,0.3808,0.1506,0.2854,72.02,20.96,37.47,29.43,9.0,0.1316,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
146,543807,George Springer,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,4,Ranger Suarez,624133,L,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.6,18.0,30.4,90.4,78.0,5.7,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.83,41.37,88.95,100.2035,0.4352,0.1869,0.3354,73.24,34.81,41.65,27.28,18.0,0.188,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
147,694384,Nolan Schanuel,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,3,Cal Quantrill,615698,R,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.5,48.5,28.2,92.1,80.0,34.4,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.1,31.66,87.5,97.0483,0.3845,0.1106,0.3291,67.89,5.83,41.01,21.99,8.5,0.118,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
148,672640,Otto Lopez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,2,Carmen Mlodzinski,669387,R,42.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.2,40.8,21.5,95.5,50.0,22.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.47,40.33,88.92,100.2702,0.4277,0.1482,0.3265,71.77,23.51,32.44,22.01,10.8,0.143,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
149,663656,Kyle Tucker,LAD,KC,2026-08-13T02:10:00Z,Scheduled,4,Daniel Lynch IV,663738,L,41.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.6,25.7,27.6,90.4,50.0,57.8,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.72,39.07,89.26,98.8908,0.4221,0.1577,0.3475,71.58,21.29,43.24,32.98,14.3,0.1602,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
150,802139,JJ Wetherholt,STL,PHI,2026-08-12T18:15:00Z,Scheduled,1,Zack Wheeler,554430,R,41.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.7,23.9,22.1,88.7,80.0,6.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,44.2,89.7,99.3717,0.438,0.181,0.354,72.0,21.0,37.1,29.6,16.0,0.137,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
151,691777,Max Muncy,LAD,KC,2026-08-13T02:10:00Z,Scheduled,5,Daniel Lynch IV,663738,L,41.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",37.8,25.7,27.6,81.9,78.0,8.5,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,42.48,89.55,101.3116,0.3544,0.1472,0.2768,74.01,45.4,42.89,24.68,6.2,0.1587,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
152,671056,Ivan Herrera,STL,PHI,2026-08-12T18:15:00Z,Scheduled,2,Zack Wheeler,554430,R,41.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.9,23.9,22.1,95.5,50.0,56.6,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,32,1,Contact streak: 12/32 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,43.22,90.08,101.478,0.4107,0.1541,0.3421,73.95,43.77,37.8,18.89,14.8,0.1548,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
153,691788,Joe Mack,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,8,Carmen Mlodzinski,669387,R,41.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.7,40.8,21.5,47.9,80.0,24.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.7,40.0,88.6,99.9778,0.427,0.191,0.312,74.3,42.6,49.0,25.2,11.0,0.192,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
154,669720,Austin Hays,SD,MIL,2026-08-12T20:10:00Z,Scheduled,6,Dustin May,669160,R,40.9,Longshot,Watch List,Projected Lineup,30.7,42.2,22.6,71.7,50.0,54.9,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,47.64,87.82,99.8445,0.3932,0.1207,0.2958,72.32,22.6,52.46,17.52,5.9,0.1674,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
155,687597,Jordan Beck,COL,AZ,2026-08-12T19:40:00Z,Scheduled,7,Merrill Kelly,518876,R,40.8,Longshot,Watch List,Projected Lineup,20.8,65.4,28.2,59.8,50.0,22.9,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,31.01,86.49,98.1913,0.3369,0.1164,0.2681,73.55,35.85,38.96,27.41,5.5,0.1412,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
156,665161,Jeremy Pena,HOU,SF,2026-08-12T19:45:00Z,Scheduled,1,,,,40.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.9,41.2,19.3,88.7,60.0,0.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,29,0,"Last 7 games: 1/29, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.24,42.06,88.55,100.1663,0.4334,0.1487,0.3417,72.23,14.27,45.78,23.45,14.2,0.1821,,,,,,,,,Oracle Park,
157,650859,Luis Rengifo,SD,MIL,2026-08-12T20:10:00Z,Scheduled,2,Dustin May,669160,R,40.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.3,40.9,22.6,95.5,75.0,42.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","switch hitter; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,34.38,87.73,97.9375,0.3575,0.0982,0.3083,70.83,15.07,37.46,17.24,4.1,0.0746,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
158,681393,Connor Norby,COL,AZ,2026-08-12T19:40:00Z,Scheduled,8,Merrill Kelly,518876,R,40.7,Longshot,Watch List,Projected Lineup,29.1,65.4,28.2,47.9,50.0,0.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.14,36.75,87.39,97.8006,0.3519,0.1522,0.2895,70.14,7.01,41.05,35.42,5.2,0.1254,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
159,621020,Dansby Swanson,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,9,Jackson Kent,800600,L,40.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.7,41.2,28.2,40.2,78.0,30.3,No,Yes,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.48,42.69,89.66,99.8838,0.4084,0.175,0.3128,71.32,8.33,46.29,29.26,19.1,0.18,,,,,,,,,Nationals Park,
160,678882,Ceddanne Rafaela,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,2,José Soriano,667755,R,40.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",22.8,36.4,30.4,95.5,50.0,37.8,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.54,34.57,87.11,97.8711,0.3789,0.132,0.2924,70.02,8.97,35.43,25.79,15.3,0.1734,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
161,605141,Mookie Betts,LAD,KC,2026-08-13T02:10:00Z,Scheduled,6,Daniel Lynch IV,663738,L,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.2,25.7,27.6,71.7,78.0,48.3,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.69,37.62,90.01,98.4437,0.4227,0.1525,0.3265,69.53,8.6,39.75,34.71,15.1,0.1564,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
162,805300,Jakob Marsee,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,5,Carmen Mlodzinski,669387,R,40.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.7,40.8,21.5,81.9,80.0,37.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.88,36.15,87.64,98.5213,0.3531,0.1162,0.3155,70.5,6.07,40.74,24.1,5.7,0.13,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
163,669236,Jeremiah Jackson,BAL,MIN,2026-08-12T17:40:00Z,Scheduled,8,Zebby Matthews,805673,R,39.9,Longshot,Watch List,Projected Lineup,33.5,56.3,27.1,47.9,50.0,0.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,14,0,"Last 7 games: 0/14, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.64,40.96,89.69,100.5542,0.3937,0.1524,0.2924,72.6,26.19,40.35,24.77,6.4,0.1479,11.58,40.06,90.11,0.4463,0.1872,27.66,,,Target Field,
164,573262,Mike Yastrzemski,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,7,Zac Thornton,804267,L,39.9,Longshot,Watch List,Projected Lineup,36.6,42.0,30.9,59.8,50.0,5.1,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.94,43.65,90.59,99.7714,0.3854,0.1519,0.3143,71.24,8.09,44.92,31.96,10.7,0.1588,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
165,650333,Luis Arraez,PHI,STL,2026-08-12T18:15:00Z,Scheduled,4,Kyle Leahy,681517,R,39.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.4,54.3,22.1,90.4,80.0,23.8,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,32,1,"Last 7 games: 5/32, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.96,18.87,86.73,93.9832,0.3686,0.0844,0.3023,62.99,0.12,30.38,28.45,5.9,0.114,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
166,680977,Brendan Donovan,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,7,Will Warren,701542,R,39.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.3,47.2,38.2,59.8,80.0,22.4,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.3,33.27,86.48,97.2495,0.3846,0.127,0.3313,68.74,1.86,39.35,24.19,5.1,0.1483,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
167,672724,Oswald Peraza,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,5,Cal Quantrill,615698,R,39.7,Longshot,Watch List,Projected Lineup,23.9,48.5,28.2,81.9,50.0,0.0,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.98,38.66,87.45,99.9676,0.3333,0.1169,0.2641,72.83,29.09,36.69,21.43,6.4,0.114,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
168,645277,Ozzie Albies,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,5,Zac Thornton,804267,L,39.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.7,41.7,30.9,81.9,75.0,22.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","switch hitter; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.48,29.02,87.01,96.7695,0.3604,0.1251,0.2899,68.86,5.88,46.49,31.83,18.1,0.1579,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
169,700337,Edgar Quero,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,7,Rhett Lowder,695076,R,39.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.2,49.4,27.6,59.8,75.0,48.1,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.65,39.72,90.47,99.2092,0.3187,0.0939,0.2781,68.41,2.73,30.64,24.52,2.9,0.0544,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
170,694497,Evan Carter,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,6,George Klassen,691946,R,39.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.4,45.7,28.2,71.7,80.0,0.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,19,0,"Last 7 games: 0/19, 0 HR","platoon edge; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.76,35.86,87.19,98.6756,0.3362,0.1232,0.2961,71.02,17.86,39.33,27.84,7.1,0.1359,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
171,608348,Carson Kelly,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,8,Jackson Kent,800600,L,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.7,41.2,28.2,47.9,78.0,48.1,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.94,37.85,87.75,98.8822,0.3928,0.1512,0.3196,70.75,8.54,39.29,25.57,10.0,0.1356,,,,,,,,,Nationals Park,
