rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
104,668709,JJ Bleday,CIN,LAD,2026-09-15T22:40:00Z,Pre-Game,4,Yoshinobu Yamamoto,808967,R,48.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",37.2,28.1,57.8,94.9,80.0,2.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 17.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.2,39.68,88.49,99.7995,0.3982,0.1718,0.3222,73.0,26.95,47.14,32.85,19.6,0.1983,6.47,37.6,88.09,0.3306,0.1207,22.94,In From RF,91,Great American Ball Park,
105,677594,Julio Rodriguez,SEA,LAA,2026-09-16T01:38:00Z,Scheduled,5,Ryan Johnson,696270,R,48.3,Longshot,Watch List,Projected Lineup,45.8,46.1,28.2,81.9,50.0,37.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 9.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.24,45.55,90.75,102.8342,0.4524,0.1859,0.3384,76.61,66.43,38.28,25.49,24.3,0.1692,9.41,36.49,87.75,0.4353,0.1833,33.88,,,Angel Stadium,
106,680869,Zack Gelof,ATH,TB,2026-09-15T22:40:00Z,Pre-Game,5,Griffin Jax,643377,R,48.0,Longshot,Watch List,Strong Barrel,40.6,44.6,41.1,86.4,50.0,23.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.4,44.05,88.94,99.9054,0.3816,0.1774,0.2848,73.22,26.8,39.67,28.36,13.2,0.1757,9.47,42.0,89.13,0.4056,0.1576,23.44,None,72,Tropicana Field,
107,668804,Bryan Reynolds,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,3,Jacob Misiorowski,694819,R,48.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,17.9,37.3,96.6,75.0,34.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","switch hitter; pitcher baseline 5.1% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,47.89,91.13,102.016,0.4519,0.1946,0.3527,72.62,28.02,39.73,26.23,16.7,0.1612,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
108,683002,Gunnar Henderson,BAL,NYM,2026-09-15T23:10:00Z,Scheduled,4,Sean Manaea,640455,L,48.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.2,54.2,24.8,90.4,50.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.76,45.14,90.07,101.1848,0.4054,0.1525,0.3263,74.6,46.05,41.22,23.38,21.2,0.1738,10.37,41.76,89.38,0.4444,0.1897,28.61,,,Citi Field,
109,677951,Bobby Witt,KC,HOU,2026-09-16T00:10:00Z,Scheduled,2,Hunter Brown,686613,R,47.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.9,22.5,27.6,95.5,50.0,33.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 12.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.15,50.25,92.6,103.4981,0.5094,0.2129,0.3762,73.95,42.65,31.01,27.48,19.5,0.1794,6.25,35.49,86.17,0.3278,0.122,23.3,,,Daikin Park,
110,668939,Adley Rutschman,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,5,Jacob deGrom,594798,R,47.8,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",32.6,45.0,27.6,81.9,75.0,77.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,39.58,88.98,99.3785,0.4163,0.1641,0.332,70.42,12.0,39.52,29.43,11.1,0.1726,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
111,593428,Xander Bogaerts,SD,COL,2026-09-16T00:40:00Z,Scheduled,6,Kyle Freeland,607536,L,47.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.2,58.6,38.7,71.7,78.0,28.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.99,40.81,89.21,100.1706,0.3815,0.1313,0.3214,72.31,28.22,43.17,23.69,11.0,0.1084,10.24,43.87,90.47,0.4751,0.1931,28.24,,,Coors Field,
112,805367,Chase Meidroth,CWS,CLE,2026-09-15T22:40:00Z,Pre-Game,1,Foster Griffin,656492,L,47.5,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",12.6,41.6,73.1,93.2,78.0,45.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.63,34.7,87.57,97.3571,0.3358,0.0968,0.2965,67.12,1.25,38.05,20.61,11.3,0.1111,8.7,37.2,88.0,0.417,0.157,25.6,Out To CF,81,Progressive Field,
113,804668,Rafael Flores Jr.,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,7,Jacob Misiorowski,694819,R,47.3,Longshot,Watch List,Strong Barrel,62.6,19.2,37.3,64.3,50.0,58.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 5.1% barrel, 12.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.41,52.91,91.93,102.4574,0.4846,0.2388,0.3428,73.89,39.81,38.16,39.25,5.6,0.2086,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
114,669394,Jake Burger,TEX,BOS,2026-09-16T00:05:00Z,Scheduled,7,Patrick Sandoval,663776,L,47.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.3,32.3,27.6,59.8,78.0,62.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.71,46.75,90.12,102.71,0.4381,0.2026,0.3177,75.37,58.21,41.04,28.25,23.0,0.19,6.5,35.7,87.6,0.441,0.161,24.4,,,Globe Life Field,
115,695670,Harry Ford,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,7,Cristopher Sánchez,650911,L,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.6,31.4,64.7,59.8,78.0,8.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 14.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.27,38.31,87.25,98.9732,0.3602,0.178,0.2863,69.76,5.91,33.05,38.31,2.1,0.1218,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
116,676724,Jared Young,NYM,BAL,2026-09-15T23:10:00Z,Scheduled,5,Shane Baz,669358,R,47.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.9,40.8,24.8,81.9,80.0,41.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.26,43.85,88.38,100.774,0.4112,0.1794,0.3086,73.37,33.18,41.19,27.16,7.5,0.2047,7.54,40.94,89.77,0.3923,0.1483,25.85,,,Citi Field,
